Review;Score
bu filmi geçebilecek bir film bilmiyorum.;Positive
puanı 9.2 bile olmamalı 10 olmalı.;Positive
çünkü eksik hiçbir şey yok.;Positive
kusursuz.oyunculuklar görüntü senaryo her şey kusursuz.;Positive
avatarla aynı puanda olması hakaret olmuş biraz.;Positive
Adaletisiz dünyanın yarattığı sosyal farklılıkların küçük bir kapanda doğal seleksiyonu.;Neutral
bu filmi anlatmaya kelimeler yeter mi ?;Positive
james jameronun en iyi eseri avatardan da iyi bence;Positive
İzlediğim en iyi film diyebilirim.;Positive
Bir film aşkı bu kadar güzel anlatabilir.;Positive
Tek kelimeyle mükemmmel.;Positive
insanın içine işleyen ömrü boyunca unutamayacağı bir film.;Positive
... izlemeyen varsa hala muhakkak izlesin lütfen.;Positive
bu filmle en çok üzenlendiğim tek film olarak tarihe geçen tek yapım 10 üzerinden 10 tek kelimeyle tarihe adını yazdırmış dram ve aşk dolu filmdir;Positive
Tek kelimeyle muhteşem.;Positive
İmkansız bir aşk.;Positive
Ama imkansız her zaman imkansız mıdır?;Neutral
Deafalarca izledim ama çok güzel.;Positive
Gelde bu filme yorum yap şimdi.;Neutral
Bu film değilki bu başka bir şey.;Positive
Sadece basit 3 harften oluşan bir kelime (aşk) ancak bu kadar yüceltilebilir heralde.;Neutral
bir filmin üzerinden tam 13 sene geçmesine rağmen hala o filmle ilgili yorum yapılıyosa zaten söylenecek birşey yok lütfen mümkünse bu film hakkında yorum bile yapmayalım.;Positive
hele o son sahnede ağlamayan insan varsa insani duygularında eksiklik var demektir zaten.;Neutral
tek kelimeyle mükemmel bir film;Positive
"""Denize indirilirken """"""""Tanrı bile batıramaz"""""""" denmişti.""";Neutral
.. Bu filmin akademik değeriyle birlikte gerçek tarihinide iyi analiz etmek gerek.;Neutral
bu filmin imdb sıramasında ılk 5te olmaması bu sıralamanın ne kadar sacma oldugunu gosterıyor.;Positive
"""titanic e yapılmış büyük bir ayıp""""""";Neutral
sinema tarihinin en iyi filmlernden olduğu kuşku götürmz bi gerçek.;Positive
snaryosu biraz sığ olsada yinede teknik olarak kusursuzluğuyla çok iyi bir film.;Positive
bu filmi telvizyonda belkide 50 defa verdiler ve ben en azından bunun 40 ını izlemşimdir bütün ailecek.;Positive
arşivimdede yeri war.;Positive
we gelmiş geçmiş en iyi aşk filmlerinden bi tanesidir ve sonunda beni ağlatan 5 filmden biridir.;Positive
14 dalda akademiye aday olup 11 ini almıştır ama o 14 dalda aday olduğu katgoride n iyi senaryo dalında 2 sindede adaylığı yok yhani akademide bunun farkındaymış ama yinede her şyiyle iyi filmdir her zaman benm ilk 100 giriş yapacaktır.;Positive
ve bişeyden daha söz etmek istiorm bu film imdb 7.;Positive
3 puanda :S çok acımazısca yhani n azından 200-250 arasında olsaymış.;Positive
sil baştan gibi amelie gibi filmlr ilk 50 de ama bu sanat eseri ilk 250 de yoqq :;Neutral
s.yazık.;Negative
dddddjıı;Neutral
Şimdi gelde yazma.;Neutral
...1990 yılından itibaren kurgu dalında oscar ödülü almış bazı filmler aşağıda listelenmektedir.;Neutral
1992 Unforgiven (Affedilmeyen)1993 Schindlers List (Schindlerin Listesi)1994 Forrest Gump1996 The English Patient (İngiliz Hasta)1998 Saving Private Ryan (Er ryanı kurtarmak)2000 Traffic (Trafik)2002 Chicago2004 The Aviator (Göklerin Hakimi)2005 Crash (Çarpışma)2006 The Departed (Köstebek)Şimdi bu yukarıda saydığım filmlerden hangibirinin Memento (Akıl defteri)adlı filmden daha iyi bir kurgusu olduğunu söyleyebilirsiniz ?;Neutral
#AD?;Neutral
Mementoyu geçtim direkt olarak baktığınızda şu yukarıda sayılan filmlerden hangisinin çıkışında yahu kurguda süperdi diye bir cümle sarfedersiniz ?;Neutral
-Belki 1 belki 2 bazılarınız ise hiçbirisinin kurgusunun mükemmel olduğunu düşünmemektedir.;Neutral
Peki burdan anlaşılan şey nedir ?;Neutral
#AD?;Neutral
Birde not düşelim Mementoda aslında bu ödülü alamamıştır.;Neutral
Onun yerine kara şahin düştü en iyi kurgu dalında oscara laik görülmüştür izleyemediğim için net birşey söyleyemeyeceğim bu film hakkında.;Neutral
Titanic yorum sayfasında bu denli titanicden uzak bilgileri verdiğim için üzgünüm ama yapılan ilginç eleştiriler olduğu sürece ben her daim bu tarz bilgilendirme ve yorumlama yöntemi ile cevap vereceğimi söylemek isterim.;Neutral
gelmiş geçmiş en iyi film!;Positive
!!evt güzel bir aşk filmi ve küçükken ilk kez izlediğimde bana da öle geliyodu.;Positive
evet en iyi film bu bundan iyisi yapılamaz.;Positive
ama is değişti sinemaya ilgi duyup kült diye tabir edilen filmleri izledikten sonra aslında nasıl sıradan bir film olduğunu anlamış bulunhvyuyorum.;Neutral
çok basit bir hikaye sıradan bir kurgu.;Neutral
bizim eski yeşilçam filmlerinin modern hali ve bana artık o kadar etkileyici gelmiyor.;Neutral
gelmiş geçmiş en iyi diyenlere ise sadece gülüyorum.;Neutral
Dev bir yolcu gemisi.;Neutral
Birbirlerine aşık olan iki kişi.;Neutral
Bu yasak aşkı engellemek için elinden geleni ardına koymayan zengin bir ailenin oğlu.;Neutral
Ve büyük felaket.;Negative
Kulağıma çok tipik geliyor.;Neutral
Alacakaranlığı izlemedim henüz.;Neutral
Ama yorumları okudum şöyle bir durum var.;Neutral
Hem film hem de kitabı çok ilgi görmesine ve sevenleri çok olmasına rağmen birileri çıkıp film basitti kötüydü zayıftı vs. diyebiliyor.;Neutral
Ama aynı şeyi hiç kimse Titanik için yapmıyor.;Positive
Bu filme de benzer yorumların yapılmasını dilerdim ama görünen o ki iş Titaniğe gelince herkes her şeyi unutuyor sanki.;Neutral
Yine o artık duymaktan bıktığınız şeyi söyleyeceğim zevkler ve renkler tartışılmaz.;Neutral
Doğru. Titaniğin konusunu okuyunca dedim ya çok tipik geliyor bana.;Neutral
Yani hani bir uçak kaçırılır bir özel tim oluşturulur ve hava korsanlarını etkisiz hale getirmek için harekete geçilir.;Neutral
Ne kadar sıradan değil mi?;Neutral
İşte Titaniğin konusunu okuyunca da ben aynı şeyi düşünüyorum.;Neutral
Ama bu kadarla kalmıyor.;Neutral
Benim gözümde Terminator filmleri ile yönetmenlerin şahı olan James Cameron da bu filmde sıradan.;Positive
Televizyonda gösterilen herhangi bir pembe diziden bir farkı yok filmin yönetim ve görsellik olarak.;Neutral
Bir genç kız gelip Titanik filmini çok sevdiğini söylese anlarım derim hem Leonardo var belki aşıktır veya filmdeki aşk hikayesi ona hoş gelmiştir.;Neutral
Ama sinema tarihinin çoğu klasiğini izlemiş bir kimse gelip Titanik 10 numara dünyanın en iyi filmidir derse bu beni derbeder yapar yollara düşerim.;Negative
Ağlama konusuna gelince evet itiraf edeyim benim de gözlerim doldu finalde çok dokunaklıydı ama bir filmin sizi ağlatması demek o filmin çok iyi olduğu anlamına mı gelir bunu bir düşünmek gerek.;Neutral
Bu filmdeki aşk dillere destan bir aşktır diyenleri anlayamadığım için üzülüyorum keşke hak verebilseydim.;Neutral
Benim için şöyle rastgele açılmış bir Yeşilçam filmindeki aşk öyküsü bile buradakinden daha iyidir.;Negative
Bu filme hayatımın filmi diyen seyirciler o muhteşem filmleri seyretmedi mi acaba diyorum ama yok seyretmişler besbelli.;Neutral
Buna rağmen fikirleri değişmemiş.;Neutral
Bu da anlamadığım bir diğer mesele.;Neutral
Yani yine hatırlatıyorum zevkler ve renkler meselesini ama Leon u Cesur Yüreği Er Ryan ı Kurtarmak ı veya 12 Kızgın Adamı izleyen bir insan nasıl olur da bu filmlerin Titanikten daha zayıf olduğunu düşünür?;Neutral
En iyi kurgu ödülü.;Positive
Titaniğin kurgusunun ne kadar sıradan olduğunu görmek için Mementoyu hatırlayın.;Neutral
En iyi sinematografi (görsellik) Titaniğin görselliğinin ne kadar sıradan olduğunu görmek için Otomatik Portakalı hatırlayın.;Neutral
En iyi kostüm dizaynı.;Neutral
Ceket pantalon ve gece elbisesine oskar verildiğini ilk kez bu filmde gördük.;Neutral
En iyi sanat yönetimi ödülü.;Positive
Moulin Rouge ile mi karıştırdılar acaba?;Neutral
Geçen gün siteden acting7 ile bu filmi son kez yeniden tartıştık.;Neutral
Sonra bende gidip filmi kiralayıp yeniden izleyeyim dedim.;Neutral
Puanım daha da düştü.;Negative
Bu arada tartışmada bir filmin iyi olması için illa sıradışı olması gerekmez gibi bir sonuca vardık.;Neutral
Doğrudur.;Neutral
Demek ki etki meselesi.;Neutral
11 oskar ödülüne gelince akademi hiç mi yanlış karar veremez hatırlayın ki Er Ryan dururken gidip aşık Shakespeare e ödül veren bir jüri topluluğu bu.;Neutral
Yorumsuz bırakıyorum.;Neutral
Kısaca Titanik bana göre heyecanlı olmayan bir macera filmi çarpıcı olmayan bir aşk filmi hiçbir şekilde James Cameron filmine benzemeyen bir James Cameron filmi.;Negative
"""Puanım 5.""""""";Neutral
Finalinde ağladığım tek yabancı sinema.;Neutral
hikaye basit olmasına rağmen bnce halen en iyi aşk filmidir.;Positive
akademi ödülü ise abartılı.;Neutral
her film oscar alır.;Neutral
her filmler her yıl en iyi olarak seçilir.;Neutral
ama titanic yeri herzaman başkadır.;Positive
hangi film en güzel seçilmiş bile olsa titanic herzaman başkadır başka kalıcaktır.;Positive
11 oscar çok abartı filmin imdb puanı olan 7.;Neutral
3 de gereğinden fazla düşük.;Neutral
Film konu olarak hiç bir yenilik getirmiyor.;Negative
Klişe bir zengin kız fakir erkek aşkı.;Negative
Ya da zengin erkek fakir kız da olabilirdi.;Neutral
Fakat bu klişe konu bundan daha iyi de çekilemezdi heralde.;Neutral
Sinema tarihinin en iyi filmlerinden biri olup olmadığı tartışılır ki bence değil.;Neutral
The Godfather The Godfather part 2 Guguk Kuşu Esaretin Bedeli Fight Club Memento Prestij se7en American History x Cinema Paradiso 21 Gram gibi filmler ( bu liste daha da uzayabilir ) Titanicden çok daha üstündürler.;Negative
ya bu nasıl bir filimdir hayatımda izlediğim en muhteşem filim 10 üzerinde 100 veriyorum burdaki puanı biraz düşük kalmış;Positive
Leonardo DiCaprioyla ilgili her şeyi bulabileceğiniz bir site.;Neutral
Mutlaka uğrayın.;Positive
Titanic için söylenecek söz yok zaten :);Positive
çok iyi filmdi ama eskidi artık;Positive
Hayatımın filmi.;Positive
.. en az 10 kere izlenmiş tek film :)));Positive
ya 9.2 nedir ya neden 10/10 değil film.;Positive
.100den fazla izlediğime adım gibi eminim(abartmıyorum)nasıl bu film 9.;Positive
2 de kalır yaa.;Neutral
.replikleri müzikleri kıyafetleri oyuncuları görselleri dekorlar vs vs herşey iyle harika herşey iyle 1 numara.;Positive
bir titanic daha olsa da izlesek =);Positive
Doğru söze ne gerek ?;Positive
tam 137 kez izledim replikleri saniye saniye ezberimde bu filmi anlatacak kelime yok;Positive
İzlediğim en muhteşem filmdi.;Positive
Çok görkemli bir yapıt.;Positive
Listeme bir numaradan giriş yapan nadir filmlerden biri.;Positive
. James Camerondan da bu beklenirdi.;Positive
Kesinlikle izlenmeli.;Positive
Tüm zamanların en iyi filmi;Positive
tam bir yasanmıslık ask sevgi dram hüzün çaresizlik ne ararsan var.;Neutral
..her zaman favori film listemde unutulmaz klasiklerden;Positive
bu benim hayatımda izlemiş olduğum en iyi film.;Positive
10:10 değil 100 Ü hakeden bir film bir başyapıt.;Positive
şunu da söyleyeim arkadaşlar:;Neutral
the ghost and the darkness(hayaletler ve karanlık)bu filmi izlemeyen varsa mutlaka izlesin.;Neutral
1997 nin filmi olması lazım ama mutlaka izleyin.;Neutral
o da bi başyapıt niteliğinde bi film ve hayatta yaşanmış bi olay.;Neutral
michael dougles hayranlarının kaçırmaması gereken mükemmel bi film.;Neutral
titanic 2nin fragmanı tam bir fake fragman aldanmayın.;Neutral
iyidir abartılmaması lazım gelir;Positive
t_tanjunarkadaşım asıl sende akıl fikir yok titanik 2 nin fragmanı internette araştırırsan bulursun.;Neutral
sanırım 10 15 defa izledim :);Positive
daha iyisi yapılana dek(ki hic sanmıyorum) en iyi bu;Positive
küçükken izlemiş beğenmiştim titanici şimdi düşünüyorum da film bu kadar övülecek salya sümük ağlanacak göklere çıkarılacak başyapıt değil.;Neutral
izlenebilir mi ?;Negative
evet ama ne bir başyapıt ne de muhteşem bir film.;Neutral
Vasat yeşilçam havasında büyük bütçeli amerikan filmi.;Neutral
Ya sırf Titanic2nin çıkacağına inanan insanlar için yorum yapıorum:;Neutral
"""D Allah aşkına arkadaşlar hiç mi akıl fikir yok :D?""""""";Neutral
bence 90lar ın verdiği film örneklerinin bazıları yerinde.;Neutral
..Titanik iyi bir film kabul.;Positive
..ama bazı filmler var ki en az Titanik kadar iyi.;Neutral
.belki de daha iyi.;Neutral
..Godfather Er Ryanı kurtarmak örnek bile verilebilir.;Neutral
..film yorumuma gelecek olursak film aşk üzerine kurulu.;Neutral
..kurgu yerinde.;Neutral
..fakir genç-zengin kız aşkı ve kötü adam.;Neutral
..bu çok iyi bir şekilde anlatılmış.;Neutral
..oyunculuklara da lafım olamaz.;Positive
..ama sırf aşk üzerine kurulu dram üzerine kurulu.;Positive
..Geminin batışı değil iki gencin aşkı öne çıkarılmış bence.;Neutral
..Jack ve Rose konuşuluyor genelde.;Neutral
..Senaristler biraz daha özen gösterse daha iyi olurdu gibime geliyor.;Neutral
..neyse (8 / 10) veriyorum.;Neutral
..ve birşey daha.;Neutral
..yanlış anlaşılmasın demek istediğim.;Neutral
..film hakkındaki yorumum hakkında sert tepkiler gelebilir.;Neutral
..yerden yere vurulmak da istemem.;Neutral
..forumlarda bazı üyelerin sinemasever olarak değil de taraftar-holigan gibi davrandıklarını gördüm.;Neutral
..eleştirenlere demediklerini bırakmayanları gördüm.;Neutral
..herkesin yorumuna saygı duyarım.;Neutral
..bu yazdıklarım da benim görüşümdür.;Neutral
Bu filmde leonardo ya aşık olmuştum ) ahhhh ahhh;Neutral
ahmetsevinç titanik 2 diye bişey yok.;Neutral
.90lar görüşüne tamamen katılmıyorum.;Neutral
.Verdiğin film örnekleri titaniğe göre çok saçma allahtan oscar görevlileri senin kafandan değilde aldık 11 oscarı;Neutral
muhteşem bir film puanı 10 olmlydı ayrıca alllh aşkına hiç titnc 2 die bşy olablrmi yha 12 yıl gçmş aradan we ck saçma olrdu ztn;Neutral
arkadaslar titanik 2 cıkcak diye bişe yok fragman leonardo dicaprionun eski filmlerinden alısnmıs parca parca sahneler.;Neutral
fragmanın altyazısında hepsinisölüo bnları zaten filmlerin ismini bile sölüo.;Neutral
zaten öle bişe olmasıda sacmalık olur.;Neutral
fazla yoruma gerek olmayan muhteşem bir film 9/10;Positive
Titanik vurdulu kırdılı gürültülü patırtılı filmleri seven yani çoğunlukla erkeklerin belli ölçüde sevdiği duygusal filmleri aşk filmlerini seven yani bayan izleyicilerin ise sinema tarihinin en iyi on beş filminden biri hatta birincisi olarak gördüğü bir film gibi gözüksede kadın erkek dinlemeden çok sevilen bir film.;Positive
Film özellikle final sahnesinde kolay kolay ağlamayan birini bile ağlatır.;Neutral
Gemi battıktan sonraki bölümler yani (çiftin) hayatta kalma çabaları en dokunaklı sahneler.;Neutral
Fakat kimse kusurabakmasın ama birincisi 11 oskar çok ama çok fazla.;Positive
Fakir oğlan zengin kız aşkı ne yazık ki gerçekçi değil.;Neutral
Zengin kötü kalpli oğlanımızda var.;Neutral
Hollywoodun aşka bakış açısı işte.;Neutral
Ne aşklar var gerek bizim edebiyatımızda gerekse filmlerde onun için buradaki aşk öylesine bir aşk diye düşünüyorum.;Neutral
Çok daha orijinal olabilirdi bu film.;Neutral
Film iyice saçma sapan bi hale gircek gemi batmış artık titanicin daha nesini devam ettiriolar;Negative
evet titanik 2 cıkacak.;Neutral
.fragmanı bile var.;Neutral
.filmde jack tekrar hayata dönüyor gecmiste olanları öğreniyor vs vs vs iyice suyunu cıkardılar isin.;Negative
..rezil edecekler filmi;Negative
gerçekten çok muhteşem bir film.;Positive
.anlatılması tarif edilmesi imkansız.;Positive
.izlemekten asla bıkmadığım filmlerde birisi.;Positive
..Titanik 2 çıkacak deniliyor.;Neutral
..Acaba bir bilgisi olan?;Neutral
bu film gibi aşk filmi yapılmadı!;Positive
o yüzden bu kadr çok beğenildi.;Positive
.bnce halen en iyi aşk filmi titanik;Positive
sinemada önyargili olarak izledigim bir filmdi.;Neutral
yine de cok hosuma gitmisti.;Positive
ama aradan yillar gectikce film sanki daha hos gelmeye basladi bana.;Positive
defalarca izledim ve suna karar verdim.;Neutral
bu film bir kere izlenip kenara atilacak türden bir film degil.;Neutral
en az 10-15 kere izlemek gerek.;Neutral
gercekten cok iyi is cikarmislar.;Positive
bu filme 10un altında puan verenlere inanamıyorum :))))));Positive
Hayatımda izlediğim en etkileyi en güzel filmlerden bir tanesi.;Positive
Hayat boyu hiç bıkmadan izlenebilecek ve hep etkileyecek bir şaheser.;Positive
"""Özellikle filmin son bir saatini açıklayabilecek bir laf bulamıyorum ve """"""""işte sinema"""""""" diyorum.""";Positive
mükemmel bir film.;Positive
Bu filme diyecek bir şey bulamıyorum.;Positive
Anlatılacak bir şey deqil.;Positive
Mükemmel ve ötesi !;Positive
Film gusel ama sonu ne kadarda sacma sapan bıttı bole gusel bı fılme yakısmadı sonu hemde ıkısı aynı anda bınebılırdı o tahtaya!:(;Neutral
yınede fılm gusel ızleyın;Positive
çok güzeldi leonardo ve kate winslet çok iyi oynamışlar en çok beğendiğim filimler arasındadır puanım(10);Positive
defalarca izlediğim hiç bıkmıycam bir film zaman;Positive
bencede filme yorum yapmaya gerek yok;Positive
Bu Film İçin Denicek Birşey Yok Sanırım Gerçekten Çok Güzel Bir Film Film 17 defa izledim ve filmi izlerken hala sıkılmıyorum.;Positive
.. film harika 2 si gelicek dediler bekliyoruz hala :);Positive
ama 2 si bunun kadar güzel olucağını pek sanmıyorum Bu Filmi Çoğu kişi izlemişdir ama izlemiyenlere tavsiyem kesinlikle izlemeleridir.;Positive
izleyinnnnnnnnnnnnn;Positive
titanic 2 nin fragmanını izlediniz mi jacki buzdağından çıkarıyolar hala genç kalmış biçimde çok deişik bi olay olmuş:s;Neutral
titanik filmi gerçek yaşanmış bir film izledim gerçekten çok etkilendim mutlaka izlenmeli;Positive
bu filmi ilq 14 yasımnda izlemiştim o zaman izledigimde cok hoşuma gitmişti ama cocuqluq aklı unutuyordum filmleri ama su an 17 yasındayım izledigimde aqlayacak oluyorum gözlerim doluyor böle filmi herkes yapamas filmdeqi adıylada jack ve rosa da hayranım 2 side süper kişiliqli yeteneqli oyuncular tebriq ederim ellerine saqlıq bu filmi yayalım izlemeyen arqadaslarımıza ulaştırmaya calısalım cünqü bilinmesi qereken cok qüsel filmlerden birisi örneq alıcagım kişiliq war içinde tşqler.;Positive
bayıldım sinemada izleyemedim ama cd sini aldım;Neutral
hayatımın aşk filmi.;Positive
en son 3 yıl önce yazmışım bu konudaki yorumu mu heralde her 3 yılda bir de yazıcam galiba dediim gibi insana bu kadar yıldan sonra bile yorum yapma istegi veriosa bi film bu başka bişey heralde sadece kendim için demiorum her gün yazılan mesajlar başkalarınında aynı fikirde oldugunu gösteriyor yıl 2009 forever titanic.;Positive
Tüm zamanların en iyi romantik/dram filmi görüşlerini katılıyorum.;Positive
Müziğiyle atmosferiyle gerilimiyle romantizmiyle.;Neutral
.o bir efsane.;Positive
.Yıllarca unutlmayacak yapımlardan.;Positive
tüm zamanların en iyi romantik ve dram filmidir.;Positive
..müzikte süperrrrr;Positive
Yorumlar zevkler kişiden kişiye değişir tabi ama bu film bana göre sinema tarihinin en romantik ve en dramatik filmi.;Positive
Bundan sonra da böyle bi film izliyeceğimi zannetmiyorum.;Positive
arkadaşlar bu filme yorum yazmaya gerek yok ztn böle bir filmde yok olamazda bu derece aşk ı dram ı romantizmi bir araya getirmiş bir film daha olduğunu sanmıyorum böle filmler eskimez.;Positive
harika bir film hep izliyorum yine olsa yine izlerim;Positive
Hayatımın filmi.;Positive
çok güzel harika çok beğendim;Positive
Evet ben de ilk 2006 senesinde görmüştüm Titanic 2 nin fragmanını.;Neutral
İlk izlediğimde gerçek bir film fragmanı olmadığını da anlamıştım.;Neutral
Leonardonun bütün filmlerinden bazı bölümler kullanılarak yapılmış bir fragman.;Neutral
Kesinlikle aldanmayın.;Neutral
..Tüm Dicaprio sevenlerini siteme bekliyorum.;Neutral
hala şu titanic 2 olayını yutanlar var uyanın artık!;Neutral
arkadaşlar titanic 2 diye bi film çıkmicak o fragmanı dikkatli izlerseniz leonado di caprionun çevirdiği filmlerden alıntıla yapılark hazırlanmış bi fragman yani gerçek film değil hem olsa bile duyardık imdb felan.;Neutral
yani kanmayın hemen heyecanlanmayın hem çıksa bile saçmalık yani.;Neutral
bu film böyle çok daha iyi çıkarmaya gerek yok 2.sini.;Neutral
eğer bu bu filmin 2. gelirse almış olduğu 12 oscarın hiç bir anlamı kalmaz bence.;Neutral
ve saygısızlık olur.;Neutral
"""Dikkatli izlediğinizde Tıtanıc 2 kes yapıştır gibi duruyor :)))""""""";Neutral
Tıtanıc 2 nin fragmanını izlediğime inanamıyorum.;Neutral
. Şoktayım şu an .;Neutral
Sabırsızlıkla bekliyorum .;Neutral
Harika bir film .;Positive
arkadaşlarrr mutlu bir haber vereceğimm sizeeee!;Neutral
!!titanic hayranları titanic 2 geliyor eğer bana inanmıyorsanızzz youtubeye titanic 2 yazın fragmanı çıkacaaakkkk çoook mutluyum yhaaaaaa yazın sinemada olacak ewt Jack donmuş bir vaziyette hayata geri döneceeeeeek yine leonardo dicaprio oynayacak ama magyajla gençleştirecekler benden bu kadar detaylar için bana e-mail atabilirsiniz tabi biliyorsanız!!!!;Positive
Titanik 2 nin gelmesi zaten çok saçma olurdu rsmen bu kült filme hakaret sayılırdı en iyisi oldu gelmemesi.;Negative
titanik 2 malesef gelmiyor arkadaslar yapımcılarıyla görüştüm o fragram 97 li yıllarda çekilmiş 2.si yolda olduğunu göstermek için ama sonra dan senaryonun önünü bağlayamadıkları için çekememişler :);Neutral
tıtanıc 2bu yaz sınemalarda gosterımde olcak.;Neutral
fragmanı cıktı bıle.;Neutral
jack dawson donmus bır sekılde bulunacak ve hayata dondurulcek.;Neutral
bu kadar ipucu yeter:DDD ılk fılmi izlediğimde 14 yasımdaydım ve hala etkısınde oldugumu soyleyebılırım.;Neutral
kelimlerle anlatılmaz bu film;Positive
titanic 2 çıkıcakmış.;Neutral
Gerçekten harika bir film .;Positive
. Abartıldığı filan yok .;Neutral
. Film izliyorum diyen birisi varsa önce bu filmi izlemeli :);Positive
abartılıyor mu hah abartıldığının hakkını veren bi film çok güzel bi aşk filmi sahneleri ezberledim artık ama hala izleyebilirim.;Positive
i-n-a-n-ı-l-m-a-z bir filmbaşyapıt kötü diyen arkadaşlar lütfen film izlemeyi bıraksın11 oscar 14 aday daha neolsun;Positive
iyi bir film ama çok abartılıyor.;Positive
iLk izLedigimde cok begenmistim hatta gozyasi dokmustum arsiwLik bir caLisma.;Positive
filmi bu akşam bir kez daha izledim sanki ilk izlemişim gibi heyecanlıydım.;Positive
süper bir aşk hikayesi.;Positive
bu film 100 kez de izlesem hiç canım sıkılmadan izlerim.;Positive
sinema tarihinde şimdiye kadar izlediğim en süper film bu.;Positive
bence izlemeyen kimse kalmasın.;Positive
hala izliyorum kaçıncı izleyişim hiç sayamadm.;Positive
""".fazla söze gerek yok sanırım:)""""""";Positive
ilk izlediğimde sanırım 14 yaşındaydım.;Neutral
sonrasında biçok kez izledim.;Neutral
bıkmadan.;Positive
alkışı ve ödülü fazlasıyla hak ediyor.;Positive
özellikle o döneme damgasını vurdu.;Neutral
gerçek bir trajediyi beyazperdeye yaşıdı.;Neutral
ağladığım ender filmlerden.;Neutral
Filmin imdb puanının 7 olmasını çoğu kişi filmin sıradan olmasına bağladı.;Neutral
Peki size soruyorum madem sıradan bir film 1)Neden imdb dışındaki film sitelerinde 8-9 puan altında görmek mümkün değil?;Neutral
2)Neden kazandığı seneki oscar adayları şu anda titanicten daha fazla imdb puanı almış?;Neutral
Akademinin seçimlerini beğenmiyor olabilirsiniz ama akademi neden gidip adaylar arasındaki en düşük imdb puanlı filmi özellikle seçsin?;Neutral
Bu durumda bir gariplik yok mu?;Neutral
Örn: Son zamanlarda Hababam sınıfı top 250de neden bir kaç günden fazla kalamadı?;Neutral
Yabancılar tarafından 1 puan yağmuruna tutulduğunu anlamamamak mümkün değil.;Neutral
Puanındaki ani değişimi herkes görmüştür.;Neutral
Yani halk titanik i beğenmedi demek yerine neden beğenmeyenler toplaşıp puanını düşürdü diyemiyoruz?;Neutral
Belki de en önemlisi dünya genelinde en çok izlenen film değil mi?;Positive
İnsanlar 7 puan aldığını görüp mü izlediler yoksa film hepsinin ortak beğenisini topladığı için mi bu kadar hasılat yaptı?;Neutral
Devam ediyorum madem sıradan bir film 3)Neden vizyona girdikten bir sene sonra bile hâlâ titanik konuşuluyordu?;Neutral
Ayrıca filmin 11 oscarının çoğu teknik dalda olabilir ama acaba evinizin vitrininde 11 oscar olduğu için mi bu kadar rahat konuşuyorsunuz?;Positive
İnsanlar filmi 8-10 defa izlediler sonra beğenmediler de 1 puan verdiler öyle mi?;Negative
Titanik sıradan bir film değil.;Neutral
O imdb puanı 7 olan bir başyapıt.;Positive
james cameronun inanılmaz dehası Winslet ve Caprionun inanılmaz performansıyla birleşen mükemmel bir başyapıt.;Positive
tam 12 yıl sonra izledim tekrar tekrar.;Neutral
hiç bi filmde bu kadar çok ağlamıyorum ben tek kelimeyle muhteşem bir film.;Positive
her sahnesinde ayrı düşündürüp hüzünlendirip sevindiriyor insanı.;Positive
bir kaç gün yine etkisinden çıkamıcam gibi (:;Positive
kate winslet ve leonardo di caprionun aralarındaki yaş farkının çok fazla olmasına rağmen o kadar iyi oynuyorlarki izlerken size hissettirmiyorlar bile.;Neutral
tabiki 10 üzerinden 10luk bir film;Positive
Mukemmel COK ama COK guzel.;Positive
batışı ile gişede fırtınalar koparan efsane drama.;Positive
tek kelimeyle harikaydı ilk sinemada izledim ve etkisinden uzun zaman kurtulamadım aradan kaç yıl geçti her izlediğimde aynı etkiyi yapıyo mutlaka izleyin diyeceğim ama zaten izlemeyen yoktur:);Positive
tam anlamıyla bir baş yapıt.;Positive
.. muhteşem bir film.;Positive
9.2 ne ya böyle kusursuz bir filme çok az kalmış ben 10 verdim 9 verenler nerden kırdılar çok merak ediyorumm bu film 10 almıycaksa hangi film alır?;Positive
Güzel film.;Positive
Ama en iyisi değil bence.;Neutral
Bu filme en romantik film diyenler romantik film izlememişlerdir.;Neutral
Bu gemiyi Tanrı Bile Batıramaz!;Neutral
Beni ağlatmayı başaran tek film.;Neutral
..Senaryosu olay örgüsü ile kusursuz.;Positive
bu filmiçin ne desem azdır mükemmel bile bu filmiçin bi hiç ayrıca sölenene göre titanic gercekten battıgında Kate Winsletın oynadığı kız türkmüş yanı gercek tıtanıc battıgında ordakı erkek amerıcalı kızda turkmus;Positive
tam anlamıyla kusursuz.;Positive
"""... """"""""Rose tatlım""";Neutral
Bu arada bence bu film tüm zamanların en iyi filmi.;Positive
Bir daha böyle bir film gelir mi acaba?;Positive
Bu filme 9 2 puanı yakışmamış bu film tam 10 puanlık bir film.;Positive
Ben titanikten başka bir filme böyle ağladığımı hatırlamıyorum gene olsa gene seyrederim asla ve hiç bıkmam bu filmi izlemeyen varsa(ki olduğunu zannetmiyorum) mutkala izlesin.;Positive
Tam anlamıyla bir başyapıt.;Positive
Oyunculuktan tutunda görsel efektlere kadar herşey dört dörtlük.;Positive
Filmde Rosenin o aşk dolu bakışları bile o kadar anlamlıydı ki ona dahi ağladım bu filmi unutabileceğimi zannetmiyorum.;Positive
etkısı en az 100 yıl daha gıder en ıyısı yapılana kadar fılm budur;Positive
Filmin puanı sahte oylarla tekrar indirilmeye başlandı.;Neutral
