review;score
filmde bir de bentley reklami vardi ki tam kör gözüne parmak olmus. adeta tüm filmi bir anda reklam filmine dönüstüren bir sahneydi. yani bentley in reklam filmi olsa bu kadar olurdu !.;Negative
hayatimda izledigim en kötü filmlerden biriydi hatta en kötüsüydü.bu kadar klise bir film yapilabilirdi yine yapmislar. abd propagandasi da cabasi. ben gittim parama acidim, gitmeyin derim..;Negative
roland emmerichin yönettigi hiçbir filme gitmem bundan sonra.vasat bir film.dünyanin sonu geliyor ama filmdeki insanlar hala espri yapabiliyor o felaketlere ragmen.igrenç!!.;Negative
film güzel basliyor,konuya iyi giriliyor, ancak daha sonrasi tamamen saçma sapan isleniyor. tamam görsel efektler çok güzel, ancak gerçekçilik hiç yok, kiyametten kosarak,siçrayarak,arabayla,uçakla kaçan insanlar.hemde mucizevi bir sekilde,bence saçma bir film ve paraniza yazik..;Negative
bu film puani bile haketmiyor bi de görsel efekt var demisler sinemada degil filimin içinde olsan da bu film izledigim en kötü filmlerden biri.;Negative
görsel efektler disinda hiçbir sey beklenmemesi gereken amerikan zirvalariyla donatilmis,senaryo ve kurgusu olmayan klasik bir holywood filmi....;Negative
dün aksam bu filme gittim.film arasinda çikacaktim.tamamen zaman kaybindan baska bisey degil.amerikan milliyetçiligini öven siradan gise filmi.görsel efektler disinda izlenecek birsey yok..;Negative
hersey iyi güzelde artik efekt yerine birazda senaryoyla ilgilenseler? tamaman kliselerle dolu bir film. begenmedim, tavsiye etmiyorum..;Negative
film tek kelime ile kötü...bol bol efekt var baskada hiçbisey yok yok yok...gitmeyin iki saatinizi disarda gezerek degerlendirin...;Negative
filmi izlemeyi biraz önce bitirdim, dogrusunu söyleyeyim beklentilerimin çok altinda kaldi. siradan bir ailenin macerasi gibi bir imaj uyandirdi bende. görsel efektleri çok güzel ama daha anlamli bir konu islenebilirdi. bence siradanligi asamamis bir fim olmus.;Negative
fragmanina,afisine,bütçesine hatta karizmatik ismine yakismayacak kadar kötü bir filmdi.büyük umutla gidip hayal kirikligina ugrayacaginiz absürd diyaloglarin ard arda siralandigi ,sonunun 10. dk dan belirlenebildigi bir film.iyi seyirler.;Negative
bazi arkadaslarin dedigi gibi filmde efekten baska birsey yok, sahsen efekleri de begenmedim. son bölümlere dogru gemiyi su bastiginda oranin bir gemi degil film stüdyosu odugu ayan beyan ortada..;Negative
artik bu tarz filmler baydi. tamam efekt var aksiyon var. gerçekçilik sifir ama. yine bir kahramanlik filmi. yine amerikanin insanligi kurtaris filmi. çok fazla saçmaliklar vardi. dünya sular altinda kaliyor yaptiklari gemiler mazotlu bekledigimin çok altindaydi..;Negative
görsel efekt hatrina filmmi izlenir ya yorumlara bakiyorumda yapmayin arkadaslar yaa bu kadar güzel bi konu varken elinizde hemde...;Negative
fragman süperdi, gidilecek görülecek filmler arasina alindi...gidildi görüldü..efekt bombardimani olan görselligi harika ama kendisi koca bir balon!!!!beklentileri karsilamadi,begenilmedi.....;Negative
beklentilerimin altindaydi, sadece görsel var senaryo kötü. amerikayi ve dinlerini yücelten bir film. hollywooda bile yakismayacak bir film, herseyin görsel olmadigini bize gösteriyor....;Negative
hayatimda izledigim en sikici filmdi...sadece görsel sovdan ibaret...klasik kiyamet senaryosu...adam gibi elle tutulur bir konu bile yok...aylardir beklenen bir film için tam bir fiyasko....;Negative
film tam bir klise amerikan filmi, benim bekletilerimi hiç karsilamadi, tüm ama tüm sahneleri tahmin edebilirsiniz, bazi sahnelerdeki görsel efektler hatirina .;Negative
efektleri ve aksiyonu disinda hiç bir numarasi yok ... özellikle sonu 'yok artik' dedirtecek kadar basarisiz idi ... ....;Negative
aslinda çok özel bir film degil ama sinemada gidip izlemek lazim efekler iyi normal bir film..;Negative
kahraman amerikalilar bu sefer dünyamizi kurtaramamislar.;Negative
film beklenileni vermiyor bende merak etmistim ama s1radan bir film gibi c1kti hiç felaket sahnesi yok izlemek vakit kayb1 olur...;Negative
hayatimda izledigim en kötü filmlere aday izlerken sinirden güldüm komedi filmi olarak fena degil .1.;Negative
bana göre de sikici çünkü baska konulari da anlatmaya niyeti var gibiydi.;Negative
tam bir fiyazko böyle saçmalik olmaz kiyametden adamlar gemiyle kurtuluyolar. .;Negative
film ciddi anlamda kötü maya takviminin bir kehaneti üzerine gidilmis ancak yarindan sonraki gün filminin çok benzeri diyaloglar ve görüntüler elde etmis,kiyamet senaryolarinin aynisi sekilde sunulmus yapilani tekrar yapmak ne kadar iyi bir fikir tartisilir....;Negative
geçen yil emmerich denen adamin m.ö.10000 filmine 2 saat ayirarak o yilin en büyük hatasini yaptim.bu sene ayni hataya düsmeyecegim..;Negative
acaba tüm dünyada dünyanin sonu geliyor dedirtecek n vardi bu filmde bilemiyorum intehar edenlermi evine kapanmayanlarmi n kaldi ki ama sadece vasat bir dünyanin sonu filmi olabilir sadece izlemeye deger vermeyecegim filmlerden biri zaman kaybi olarak görülebilir..;Negative
uzun zamandir bekledigim bir filmdi ancak balon çikti.emmerichin dünyanin sonunu getirme furyasi bu filme son bulur insallah.independence day ve the day after tomorrow tamam ancak bu filmle lütfen zaman kaybetmeyin..;Negative
böyle bir filmin su anda ki puani olan 7.1 almasi gerçekten enteresan...açikçasi vasatin altinda bir film, hep kilpayi kurtulmalar falan, vaktiniz çok bolsa gidilebilir....;Negative
boyle bir konu ancak bu kadar sacma yapilabilirdi.sonuc:husran;Negative
bildigin amerikan filmi.bir firmanin reklami gözümüzün içine sokuluyor.çok abartili film..;Negative
sikici! çok alinti bir film!.;Negative
"isledigi konu itibariyle (töre cinayetleri) dikkat çekmesine ragmen; çok kötü kurgu (filmin basi sonu ortasi belli degil) hiç mi hiç inadirici olmayan hikayesi, sadece magdur olan kiz haricinde oyuncularin çok kötü oyunculuklari yüzünden vasatin altinda bir film..";Negative
abi filmi izleyin filmin bitmesine 10 dakika kala kapatin böyle son mu olur ya.;Negative
sonuna kadar harika ama final rezalet.ayni kirik ok gibi bitirmisler.sirf bu yüzden .;Negative
jamie foxx diger filmlerinde de oldugu gibi yine kendisini amerikanin kahramani ilan eden bir filmde oynuyor ..klise bir senaryo , bu tür filmlere aliskin olanlar hüsrana ugrayabilir.;Negative
berbat bir film. harcadigim zamana yazik. zaten basroldeki adamin daha önce de 2 filmini izlemistim. 2si de berbatti. bir daha bu adamin filmini izlersem 2 olsun..;Negative
bu filmi seth rogende kurtaramamis. çok bayagi espirileri var. 1-2 espirisi disinda hiç gülmedim. paul bart: mall cop filminin bir degisigi olmus hepsi o!.;Negative
cikarilacak ders: her animasyon iyi degildir.despero bir anda birden fazla mesaj vermeye calisan ama bunlarin hiçbirini basaramayan bir film olmus..;Negative
kizim ve ben bu kadar sikildigimiz bir film daha görmedik.tolga çevik oldugunu bilmesem tanimazdim hiç etkileyici degildi.bolt ve open seasondan sonra çekilmedi..;Negative
kitabi okumayanlar için iyi görsel efektlerle desteklendigi için iyi görülebilir ama kitaba bagli olmayan çok detay vardi. 2 film yapmalarinin keske para kazanmaktan baska amaci olsaydi..;Negative
harry potter maalesef hayal kirikligimutlu sonla bitirecegiz diye batirmislar güzelim efsaneyiçok yazik etmisler. daha güzel ve titizlikle hazirlanmis bi son beklerdim...;Negative
denilebilecek tek sey serinin en kötü filmi.hele o on dokuz yil olayi yokmu tam bir facia..;Negative
sikti artik sirf kar amacli çekiliyor yeter artik millet bikti bu harry potter saçmaligindan....;Negative
kliselerle dolu,kötü senaryo,kötü oyunculuk,sikici bos diyaloglar. nerde affedilmeyen nerde iyi kötü çirkin nerde milyonluk bebek..yasli kurt gider ayak hayal kirikligina gark ediyor..üzgünüm clint dost aci söyler...;Negative
güzel film olmus ama sakin aksiyon aramayin,clint gerçekten güzel oynamis ama filmin tek eksik yönü biraz agir ilerlemesi ve bazen sikildiginizi hissetmeniz..;Negative
hiç begenmedim bana çok sikici geldi film bu oyu nasil almis çok sasirdim..;Negative
kötü film arkadaslar buna benzer yüzlerce film var. artik sikildik bu tarz filmlerden. tek basina kahramanlik falan filan. milyon dolarlik bebek nerede bu nerede 4 puan bile alamaz bu film.;Negative
bu kadar sikici duragan bir film yüksek puanlar aliyorsa bu sadece amerikanseverliktir .;Negative
buradaki yorumlara aldandim ve filmi seyrettim.filmde kayda deger hic bir unsur goremedim.cok bayagi anlamsiz bir film.beklentilerimin ceyregi bile karsilanmadi.yahu filmde dogru duzgun araba kullanma sahnesi bile yoktu.begenenlere sasiriyorum.;Negative
fragmanindan sonra beklentim transporter tarzi bir filmdi, filmin adi bile sürücü, ama istanbul trafiginde gördügünüzden pek de fazla bi sürüs görmüyorsunuz(2dk lik bi mustang'li kismi olmasa bi film nasil 0 alir görmüs olurduk).;Negative
bence çok sikici bir film. izlemenizi kesinlikle tavsiye etmem. film ne aksiyon içeriyor nede sanatsal bir yapi. o kadar yavas ilerliyorki konuya bir türlü giremiyorlar. o yüzden sinemada izleyerek ne paranizi nede zamanizi bosa harcamayin..;Negative
çok basit bir film gibi geldi bana.hiç begenmedim.sikici.;Negative
cok muhtesem ve de derin bir konu ama gercekten oyunculuk rezalet.;Negative
konu müthis oyunculuk berbat;Negative
hikaye süper. ama. uygulama rezil. evet filmin tam olarak özeti bu.... . gerçegimizi ve osmanli dönemini anlattigi için güzel diyorum.... . ve zaman kaybi izlemenizi tavsiye etmiyorum oldukça basit diyorum.... . .;Negative
filmin en güzel yani, filmin sonunda isimlerin yazmasiydi.bittigine sevindigim nadir filmlerden...bir de hintli imaji vermek için bir adami boyamislar ya koptum o sahneye :)lütfen izlemeyiniz...210.;Negative
türk sinemasi neden gelismiyor sorusunun cevabi bu film ve desteredir.;Negative
hayatimda izledigim en kötü filimdi. ilk sahne girince baya birsey olacak diye bekledim ancak tamamen bir hayal kirikligi içindeyim ancak muhteva güzel.ama oyuncularin ametörlükleri içler acisi. türk sinemasi adina çok üzüldüm dogrusu..;Negative
basrol oyuncusu çok acemi ve rolüne oturmamis.montaj iyi fakat açilar berbat. ucuz amerikan filmlerinin bile taklidi olmayi becerememis bir film. hiç begenmedim..;Negative
bir teen-slasher filmi izlerken birazcik germeyi basariyor ve egzantrik ölüm sekilleri görebiliyorsak yetinmemiz lazim.''my bloody valentine'' senaryo açisindan alabildigine sig belki ama yukardaki iki unsur dolayisiyla kendini izletmeyi basariyor..;Negative
süpernatural serisinde tanidigimiz sevdigimiz jensen ackles oynuyor bide tarantinonun en sevdigi korku filminin yeni uyarlamasi olmasi sebebiyle baktigim her yönüyle ortalamanin altinda kalan kötü bir korku filmi..;Negative
senaryo kötü,oyunculuk berbat,amaç yok.neden böyle bir film çekilmis o zaman onuda anlayan yok.herseyi tamammis gibi birde 3d imis .;Negative
3d olarak güzel bir film yani bir sürü 3d sahnesi var bastan sona öyle normal olarak izlediginizde bile 3d oldugunu anliyorsunuz.izle okadar sana bisey kazandirmaz..;Negative
tek kelime ile kötü. filmi sinemalarda izleyenler en azindan 3 boyut olayi ile kendilerini avutabilirler ancak filmi benim gibi vcd ile izlemisseniz bunda kendinizi avutacak birsey bulamiyorsunuz. korku filmlerinin bütün kliserlerini kullanmakla kalmiyor birde kötü kullaniyor. kisaca uzak durun..;Negative
açikcasi bir iki sahneden baska hiçbir yer güzel degildi.hatta berbatti diyebilirimm.kimseye önermiyorumm.zaten film kisa sürüyo.ve çok basitt hiç ama hiç begenmedimm.saçma sapan bir konu. kesinlikte tavsiye etmiyorum.para ve zaman kaybii..;Negative
bos vaktiniz varsa bir gun izleyin derim .;Negative
3d olmasi bir filmi güzel yapmaz puana aldanmayin bu filme güzel diyenlerin zeka seviyesinden süphe ederim ben. birçok film hakettigi puani alamiyorken boyle seyirciyi salak yerine koyan filmlere yüksek puanlar veriliyor. zaman kaybetmeyin derim .;Negative
nerden nasil baslayacagimi bilemiyorum.... harcadigim zamana mi yoksa jensenin bu yaptigina mi yanayim???. hatalarla dolu,sirf 3d oldugu için izlenen(ki tüm para buna gitmis ki senaryoyu 5 liraya yazdirmislar)saçmaliktan ölen bir filmdi....;Negative
film demek biraz abarti övgü olur sanirim,sadece 3d , o kadar..;Negative
açikcasi yazilacak yorum bulamiyorum çünkü o kadar basitki bu film için deymez....;Negative
sadece gülüyorum bu filme..;Negative
filmi torrentten indirdikten sonra bi merakla oturdum izledim.sonuç olarak çok kötü diyebilirim beni hiç sarmadi korku filmlerini çok severim ama bu çok basit olmus.izlemesinizde olur vakit kaybi resmen.;Negative
güzel diyen arkadaslar sanirim yeterince film izlememis yüz tane böyle film izlemisizdir sanirim.3d gercekten güzeldi ama filmi vcd veye dvd olarak izlemek felaket olur (3d kanaat notu dahil).;Negative
hayyam gariboglunun yegeni kiz arkadasini ayni bu filmdeki gibi dogradi. böyle zararli filmleri potesto ediyorum!.;Negative
bir kaç güzel sahne hariç filmde hiç bir sey yok ve 3d hatirina bence bu filme para vermeyin.;Negative
simdi geldim sinemadan.. verdigim paraya acidim.. izledigim en kötü korku!!??!!filmi.. sirf kan göstermis olmak için adam öldürülen bi film özetle.. .;Negative
film +18 mi?.;Negative
flim buram buram amerikan emperyalizmi kokuyor ve sadece propaganda amaçli yapilmis çok sig bir senaryosu olan bir filmin hakkettigi puan bu degildir unutmayin ki savasin kaybeden hakli bile olsa suçludur..;Negative
tamamen bir hayal kirikligi yasatan bir film..;Negative
izle ve unut tarzinda bir yapim olmus sadece aksiyonlari için izlenebilir,ayrica taken filminin yanindan bile geçemez .;Negative
saçmaliktan öteye geçemeyen bir yapim. bir konusu bile yok. bir akisi bile yok. sadece kuru kuruya abarti aksiyon baska birsey degil..;Negative
saçma sapan bir film... bu filme iyi diyenler malkoçoglu filmlerine niye güler anlamak zor...modern malkoçu travolta yapmislar...;Negative
sürekli aksiyon sahneleriyle mi dolu??? film hakkinda 2 kelime yeter: tv filmi...!.;Negative
tamamen vakit kaybi bes para etmez klasik dünyayi kurtaran kahraman amerikan ajani aksiyonu.10 üzerinden 3.;Negative
bu kadar dandik bir filmi begenen arkadaslarin film zevkinden sühe ederim.. resmen kötü tamamen vakit kaybi.;Negative
john travolta bittigini bu filme garanti altina almistir bence. 2. sinif bir film. travolta dahil kötü oyunculuklar, etsikisiz bir senaryo hesapta pariste çekilmis ama filmin basinda effiel kulesini görmesek paris oldugunu anlamayacagiz okadar kötü mekan seçimleri.vs..;Negative
"nedir simdi bu 133 dakika polislerin hayati zordur filmi mi? 133 dakika ""ha bir sey olacak, ha bir sey olacak"" demekle geçti. ama filmde hiç bir sey olmadi!.";Negative
çektigi transformers filmleriyle kendisinden ufak ufak nefret ettirmeye baslayan michael bay yapimci olarak da böylesi ucubeliklere imza atiyor istikrarli olarak.bu neresinden tutsaniz elinizde kalan yeniden çevrim jason hayranlarina yapilan bir saygisizliktir bana göre..;Negative
freddyi tekrar çek,jasonu tekrar çek gisede hasilat yap,yeni yetmelere korku filmi diye sun...bizim gibi hayranlara fanatiklere,türün sadiklarina ne veriyosunuz???dokunmayin jasona freddye artik...ha myers zaten remakede faciaydi bunlarda o yoldalar artik...maalesef sirada chucky var....;Negative
hep ayni hep ayni hep ayni.türüne hiçbir yenilik katamayan zaten çekilmemesi de gereken gereksiz bir film.dakika dakika klise .;Negative
gereksiz bir yeniden çevrim , erotik sahnelerle gençlige selam çakma amacinda jasonu kullanmamak gerek.;Negative
özentisiz yapilmis bir film oldugu belli.. çok saçma geçisleri var.bir katil ve önüne geleni öldürüyo.ve bu bir mantiga dogru düzgün baglanmiyor. çok kötü...;Negative
öldurme metodlari ayni mevzu ayni mekan ayni... yeter artik tadinda birakin..adi bile ayni=)))13.cu cuma....bi yenilk getrin madem...;Negative
saka yapiyor olmalilar bu film bu kadar basit olamaz arkadas çok ucuz evde bile izlenmicek kadar kötü.....;Negative
bu filme 7 çok fazla. kesinlikle çok kötü bir film. her sahnesi tahmin edilebilen, kötü oyunculuklarla dolu bir film olmus. zamanima yazik oldu. .;Negative
standart amerikan yapimi korku filmi sahneleri tahmin etmekten sikildik artik bir kerede yaniltin bizi. isitip isitip ayni kurgu .;Negative
son 15-20 dakikasi disinda tamamen klasik ve bos bir film,ayrica filmden çok fazla cinsel içerikler kullanilmis..;Negative
normalde 31.cuma ama bizim türk çevirmenler 13.gün olarak çevirmisler hangi akla hizmet ederek anlamak zor.orada da belirtilmis zaten friday(cuma)demek sen nasil gün diye basediyorsun hiç anlamak zor.yazik baska bir sey degil....;Negative
bence izlenmesi zaman kaybi. çok klasik 13. cuma filmi hiç degisiklik yok filmin basinda nasil seri katile dönüstügünü anlatiyor. zaten bu sahneler 5 dakikayi geçmez. sonra ayni sekilde öldürüyor. begenmedim .;Negative
igrenç ötesi zaman kaybi klasik jason filmi hep ayni hep aynii.....;Negative
saçma bir korku filminde neler olur? seyirciyi çekebilmek için sex sahneleri ve kosup duran koca gögüslü kizlar, bu filmdede varmi ? evet var. su kadarini söyliyim beklemeyi bosverin sakin dvdsini bile almayi düsünmeyin.yil 2009 ve hala show tv 01.00 kusagi filmler ne diyelim....;Negative
klasik son dönem n. cage filmlerinden biri. merak uyandirarak baslayan sonra temposu düsen, sonunda ne olacagini bir sekilde hesap edebileceginiz türden bir film..;Negative
açikcasi kötü bir film ama yine de belli bir heyecan barindiriyor fakat nicholas cage in son zamanlardaki kötünün iyisi filmi.;Negative
grafikler ve atmosfer çok vasat. senaryo ve kurgu kötü degil ama sikici ve yaraticiliktan uzak. film 3-9 yas arasi çocuklara hitap ediyor. pixar yapim sirketinin en vasat animasyon filmi. 100- 57.;Negative
büyük bir hevesle bekleyip de sonunda bununla karsilasmak tam bir hayal kirikligiydi , vakit geçirmek için izlenebilir.;Negative
son zamanlarin en kötü animasyon filmi , tek amaç ürünleri satmak.;Negative
merak uyandirarak baslayan ama sonunu getiremeyen bir film. çok sey beklemeden izleyebilirsiniz..;Negative
sikici. robert de niro'nun yan rolünün de filme hiç bir katkisi da yok... .;Negative
ben hayatimda bu kadar sinir bozucu bu kadar saçma sapan bir film gördügümü hatirlamiyorum. üstelik filmde robert de niro ve bradley cooper gibi isim yapmis tecrübeli oyuncular olmasina ragmen. ben sahsen puan bile vermem bu filme..;Negative
film bencede çok kötü. o kadar tantanasi olmustu zamaninda vizyondayken ama bosunaymis. bu filmden ancak süper bir vakit kaybi olur baska da bir numara olmaz. .;Negative
elin gavuru yunanlilara 300 spartali filmi çeker 10 numara olur bizim sanli tarihimiz sirf herkeze düsmaniz diye konu alinip hiç bir amerikan filminde yer almaz! ya para harcar adam gibi film çekeriz yada böyle tras filmlerle altin degil 1 kilo portala bile alamayiz..;Negative
konu güzel ama flim çok duragan ve basit. bu kadar güzel bir konu daha güzel islenebilirdi..sinemada izlenmeye degecek bir flim degil.o atmosferi flim yansitmiyor..;Negative
flimin hakketen ilk bölümü çok sikiciydi ama ikinci bölümde kopmamak mümkün degil. süper di yaa.. aglayip içini dökmeyek isteyen herkeze tavsiye ederim..;Negative
film çok yavas ilerliyor, karakterlerin üzerinde hiç durulmamis, basrolde kim oynuyor o da belli degil, sürekli agir bi müzik, diyologlar da yetersiz, tv dizi çeker gibi çekmisler bence sinemasal bir yani yok, zaman kaybi!!!.;Negative
"arkadaslar senaryo gerçekten çok güzel; ama film teknik hata dolu.çok da güzel bir film yapamamislar.her seyde oldugu gibi bu filmde de iki asik var!!!.";Negative
asla bu puani hak etmeyen. yine biz türkler tarafindan 'asiri derecede abartilmis' berbat bir film.;Negative
gerçektende izlenmesi gereken bir film helede su dönemlerde gençlerimize seyrettirebilecegimiz en güzel film o kadar güzel duygular var ki içinde inanin hiçkira hiçkira agladim.;Negative
tmm tarihimizin aci olaylarindan biri de film e güzel yansitamamislar çok sikici.;Negative
böyle bir yöentmenin elinde film berbat edilmis bence. böyle güzel bir konu, böyle kötü bir kurgu. yazik olmus filme...;Negative
belki de sitedeki puanlamanin da etkisiyle beklentim yüksekti,hayal kirikligina ugradim!oyunculuk çok kötüydü bence!böyle bir yapima hiç yakistiramadim! .;Negative
filmin anlatmak istedigi konu çok güzel fakat geri kalan tüm faktörler berbat böyle konular bu kadar kötü islenmemeli konuda bir sürü eksik var ama olsun tarihimizi anlatan bir film hiç yoktan..;Negative
ben begenmedim.güzel bir konuyu harcamisler.resmen dizi gibi basit bir sekilde anlatilmis.ve çok fazla acitasyondan boguldum.bizim güzel tarihmiz daha iyi çekilebilirdi..;Negative
film olarak diyecek bir sey yok fakat ara geçisler çok saçma olmus ve bölümler çok kisa çocuk hasta oluyor sonra birden ölüyor öldügünü anlamak bile zor oldu yani....;Negative
.. uzun zamandir böyle gereksiz bir film izlememistim. hiç bulasmayin derim..;Negative
african child sarkisi guzeldi , gerisi berbat .. african child icin ..not: bunun yerine uc kere superbad i izlerim.;Negative
komediden pek fazla eser yok, zayif espriler var.nasil olmusta 7ye yakin bir deger almis film sasirdim.;Negative
hayatimda gittigim en berbat film nasil oluyoda bu kadar fazla puan aliyo anlamadim. yorum yapanlarda filmi heralde izlemedigi için böyle yorumlar yapti. bu sitedeki filmlerin puanlamalari gerçekciligini malesef yitirmeye basladi.;Negative
büyük beklentilerle izlenilmemesi gereken vasati bir film .;Negative
berbat bir film. seviyesizlik üst düzeyde..;Negative
tam bir fiyasko. 5 dakikalik konuyu sirf film yapmak için 100 dakikada çekmisler kesinlikle tavsiye etmem.;Negative
çok kötü ve sikici bir film.kesinlikle tavsiye etmem.;Negative
inanin çok kötü bi film oturup zaman ayirmaniza degmez o kadar basit sahneler o kadar uzun uzun gosteriliyo ki, eeee hadi baska sahneye geçsin, aksin gitsin artik su film demeye basliyorsunuz ama film bitiyo ve ne yani bumuydu diye zink diye kaliyorsunuz..;Negative
kesinlikle sikici film. zaten %70 konusmadan gecen bir film. benim puanim .;Negative
bombos bir film ney yani bu allaskina bu filimmi yaaa üfff bu enteller ne taraflariyla algiliolar bu filmi ben anlamiorum vallahi yani bu filme ne yorum yapilir birie sölesin bana nolur.;Negative
okadar basit ki bir konuyu filmin sonuna kadar hiç konusmadan bitirdiler. nasil ödül aldi bu film anlayamadim ve sonu igrenç bitiyor filmin.. çok dandik kesinlikle zaman kaybi olarak degerlendiriyorum.;Negative
ben bu filmden hic birsey anlamadim. begendigimi soyleyemem.;Negative
saçma bir film. diyslog çok az. ne yani nuri bilge ceylanin filmlerinde az konusup çok mu düsünmek gerekiyor. filmlerini israrla izleyip israrla begenmiyorum..;Negative
izledigim en kötü filmlerden biriydi. tamamen zaman kaybi. film basliyor karanlik bi ortam bitiyor karanlik. tam biraz haraket geliyor diyorsun ama fiyasko..;Negative
seslendirme çok kötü, hiç hareket yok, sanki fotograf karelerini izler ve ek olarak seslendirme yapilmis gibi. daha net olacak sekilde karikatür ve üzerine eklenmis seslendirme gibi. çok duragan bir film ben begenmedim. iyi ki sinemaya girmemisim..;Negative
tam bir fiyasko... uyumak için süper bi film...filmde tek dikkati mi çeken, bayanin telefon çaliyor melodi yildiz tilbe, o da ne telefonun mp3 özelligi yok... eski model bi telefon ama melodisi yildiz tilbe...bak sen su ise... geri kalan kisminda uyumamak için zorladim kendimi....;Negative
bence tam bir zaman kaybi adamlarin suratindaki terden baska bisey göstermiyolar sikici bi filmdi kesinlikle önermem.;Negative
gerçekten bu film zaman kaybi.senaryo kötü,. oyunculuk kötü,diyalog desen yok.10 üzerinden 1 bile fazla bu filme.hayatimda izledigim en kötü filmdi diyebilirim..;Negative
bir film ancak bu kadar saçma ve vakit kaybi olabilir o 2 saatimi geri istiyorum bu kadar anlamsiz ve bu kadar kötü bi final olamazdi 10 üzerinden 1 vermek bile puan bu filme. sifirrrr.;Negative
biraz sert olucak ama lütfen hiç kimse kizmasin bu film kadar saçma sapan bir film bu gune hadar ne izledim nede bu kadar sikildim. eger izlememisseniz kesinlikle gitmeyin kaybedeceginiz hiçbir sey yok aksine 2 saatiniz bosuna heba olmaz..;Negative
bu filmi begenenler sanat özenti ve taklit kisiler onlarin sözlerine aldanmayin bence film çok duragan ve sikici paranizi ve zamaninizi bosa harcamayin derim!!.;Negative
hayatimin yaklasik 3 saatini bosu bosuna bu filmi izleyerek geçirdigimi düsünüyorum.. . bir film izlerken hiç bu kadar sikildigimi hatirlamiyorum !.;Negative
"toplam 15 dakikada anlatilacak bir konu, ancak bu kadar uzatilir. son derece sikici bir film. birisine bad dua edecekseniz ona söyle diyebilirsiniz; ""insallah araliksiz 6 saat nüri bilge ceylan filmi izlersin"".";Negative
hayatimda izledigim en sikici ve agir filmdi diyebilirim:(((.;Negative
ya anlamiyorum bu film nasil ödül almis bilinen bir konu çok yavas sikici bir anlatim gerçekten zaman kaybi.....;Negative
film bekledigim gibi degil. ama nuri bilge ceylan yine filmin sonunu beklenmedik bir sekilde bitirdi. yine de film de uyumamak için kendimi zor tuttum. cok hareketsizdi ve sahneler arasi kopuktu.ben pek begenmedim açikcasi..;Negative
sirf yavuz bingöl oldugu için bu filmi izlemyicem. memlekette oyuncu bitti ya!!! bu ve bunu gibi adamlar magazine oyucu beyazperdeye degil..;Negative
arkasdmla sinemya gitmstk düsündk nereye girsek diye sonra üç maymunu görk dedk o kadar ödül aldi güzeldir kesn diye ama girdgimzde paramzn bosa gittigini anladik ve bari zamanimz gitmesn diyerek 1. yarida çiktik halende sonunun nasil bittigini bilmiyrm merakta etmiyrm...;Negative
gene klasik bir nuri bilge ceylan filmi.gene çok duragan.oturup film ne zaman biteecek diye düssünmemek elde degil.çok az sayida diyalog bir sahnenin bir fotograf karasi seklinde çok uzun sürmesi bile filmi begenmememin baslica sebepleri.renkler ve zevkler tartisilmaz..;Negative
cannes keske su nuri bilge ceylana ödül degilde film nasil yapilir dersi verse çok mutlu olarum. . filme gelince tamamen trajedi, korkunç!.;Negative
nuri bilgi ceylan flim yapmaktan vazgeçsede bizde böyle kötü flimler izlemekten kurtulsak.;Negative
bu çekilen seyden sadece film olmaz... filmden baska her sey olur. duragan, sikici, sinirli diyaloglara sahip, basit ve siradan bir konuya sahip, tam bir türkmax filmi.... . bu filme gelene kadar nice güzel türk filmlerimiz var.... . o da aldigi ödüllerin hatrina..;Negative
filmi simdi izledim..kesinlikle hayal kirikligina ugradim. hersey sinirli kullanilmis, mekan,kisi,diyaloglar.. bu kadar kötü bir film olacagi aklimdan geçmezdi. zaman kaybi.;Negative
yaziklar olsun diyorum baska birsey demiyorum. filmin çekilmesi varan 1, bunun yayinlanmasi varan 2, oscar adayi olmasi varan 3. yani saka gibi. çok ama çok kötü bir film. burnuma çok kötü kokular geldi..;Negative
filmde hersey sinirli kullanilmis. sinirli sayida oyuncu, mekan, konusma akliniza ne gelirse. konu olarakta çok basit geldi. bence siradan bir filmin üzerine çikamamis. izlerkende çok sikildim açikçasi. aldigi ödülleri hakketmeyen bir film olmus..;Negative
ya tamam, sinemasal olarak kaliteli bi film.ödüller, falan filan...ama, insanin içi sikiliyo izlerken be kardesim.kötü hissediyosun kendini.espiridir, eglenceli bi sahnedir, insanin içini açicak herhangi bir sahnedir vs..hiçbisey yok.tamamen negatif seyler.insanin içi karariyo....;Negative
nbc ni ilk key üç maymunla tanidim gerçekten berbat ötesi bir film. bence birakin ödül almayi ödül almaya aday adayi bile olamaz.;Negative
izlerken o kadar sikildim ki çok gereksiz bir film gerçekten 1 veriyorum yesilçam da o kadar ödülü nasil aldi anlamadim.;Negative
filmin konusuna bakinca ilginizi çekiyor,özellikle dram sevenler büyük beklentilerle izlemeye koyuluyor ben de öyle olmustum ama ne yazik ki türk sinemasinda bi fiyasko daha.tipki vicdandaki gibi.yazik,zaman kaybi!.;Negative
nurü bilge ceylanin cannesda aldigi ödül ve sonrasinda söyledigi sözler gögsümüzü kabartti ama bu film gerçekten kötü. çok fazla sayida film izledim bu film izledigim en sikici ve saçma filmlerden biriydi..;Negative
neredeyse hergün film izlerim bu zamana kadar böyle bos böyle saçma sapan böyle anlamsiz bi film izlemedim tam bi rezalet..;Negative
